fname,Electronic,Experimental,Folk,Hip-Hop,Instrumental,International,Pop,Rock,y_pred
k000010.wav,0.006314642261713743,0.05550939589738846,0.0384320430457592,0.03131510317325592,0.0018229391425848007,0.023841453716158867,0.5054048299789429,0.3373595178127289,Pop
k000194.wav,0.008953855372965336,0.07340344786643982,0.3479198217391968,0.08515702188014984,0.06265232712030411,0.17806583642959595,0.11445864289999008,0.12938904762268066,Folk
k000197.wav,0.005556358490139246,0.0564199723303318,0.5537327527999878,0.04027368128299713,0.06903116405010223,0.1518450826406479,0.09549218416213989,0.02764875628054142,Folk
k000204.wav,0.010506491176784039,0.03990969806909561,0.5318027138710022,0.05963875353336334,0.06753934174776077,0.11510874330997467,0.12396953254938126,0.0515248142182827,Folk
k000210.wav,0.015044806525111198,0.07795652747154236,0.28371483087539673,0.08047373592853546,0.08035467565059662,0.21953198313713074,0.09376321732997894,0.14916028082370758,Folk
k000212.wav,0.02138475514948368,0.07232854515314102,0.27524176239967346,0.13201147317886353,0.04454322159290314,0.13361331820487976,0.14397843182086945,0.17689856886863708,Folk
k000255.wav,0.005287229549139738,0.06385824829339981,0.3365600109100342,0.0553266666829586,0.043261755257844925,0.06232385337352753,0.07881712168455124,0.3545651435852051,Rock
k000256.wav,0.012788847088813782,0.05022549629211426,0.014531909488141537,0.020707247778773308,4.315303158364259e-05,0.0026206853799521923,0.044389527291059494,0.8546934127807617,Rock
k000615.wav,0.00021060401923023164,0.9833555221557617,0.00504465214908123,0.0023483550176024437,0.001264524064026773,0.005150406621396542,0.000829920289106667,0.0017963077407330275,Experimental
k000620.wav,0.023036574944853783,0.0767301544547081,0.28395336866378784,0.07878629118204117,0.04314042255282402,0.24497322738170624,0.1263834834098816,0.12299640476703644,Folk
k000621.wav,0.00934656523168087,0.039124611765146255,0.514819324016571,0.07569442689418793,0.05861640349030495,0.09104467183351517,0.13340647518634796,0.07794738560914993,Folk
k000690.wav,0.004737526178359985,0.01572752185165882,0.002024318790063262,0.00897933728992939,0.0002580841537564993,0.015096073038876057,0.00896128173917532,0.9442165493965149,Rock
k000707.wav,0.027845686301589012,0.00765950046479702,0.007632180582731962,0.02126891538500786,8.464387065032497e-05,0.8800942897796631,0.03196367248892784,0.02345130778849125,International
k000718.wav,0.010270500555634499,0.048035524785518646,0.7704522013664246,0.05439266934990883,0.008069070987403393,0.04543009027838707,0.027017269283533096,0.03633273020386696,Folk
k000777.wav,0.04943007230758667,0.14955094456672668,0.03582987189292908,0.2528126537799835,0.010428953915834427,0.07567541301250458,0.11172448098659515,0.3145475387573242,Rock
k000821.wav,0.09215827286243439,0.06497584283351898,0.05940581485629082,0.24790343642234802,0.009431223385035992,0.05201752483844757,0.4168442189693451,0.0572638139128685,Pop
k000822.wav,0.08877778798341751,0.09748361259698868,0.06263073533773422,0.20537084341049194,0.004477257840335369,0.0654224380850792,0.4234978258609772,0.05233938992023468,Pop
k000997.wav,0.0019630668684840202,0.9871696829795837,3.2080421078717336e-05,3.887340426445007e-05,8.658540195938258e-08,2.8135689717601053e-05,0.0009466159390285611,0.009822100400924683,Experimental
k000998.wav,0.016921736299991608,0.9756956696510315,3.9937372093845624e-06,0.0023247371427714825,1.0605695166532314e-07,5.270315159577876e-05,0.00020123370632063597,0.004799732472747564,Experimental
k001039.wav,0.020043188706040382,0.01232549175620079,0.0004939917707815766,0.010760284028947353,7.620602991664782e-05,0.0020144616719335318,0.015331129543483257,0.9389552474021912,Rock
k001066.wav,0.011253259144723415,0.500047504901886,0.08653084933757782,0.06227792799472809,0.055437393486499786,0.11150773614645004,0.10512159019708633,0.06782376021146774,Experimental
k001069.wav,0.01651906408369541,0.6423040628433228,0.03637105971574783,0.083626888692379,0.0035476386547088623,0.033113185316324234,0.06782873719930649,0.11668962240219116,Experimental
k001075.wav,0.08481258153915405,0.6677294969558716,0.005604093428701162,0.11924414336681366,0.010586369782686234,0.021897880360484123,0.05628613755106926,0.03383927047252655,Experimental
k001082.wav,0.002129177562892437,0.06727352738380432,0.10443291068077087,0.041359417140483856,0.008428511209785938,0.7284446358680725,0.024081220850348473,0.023850610479712486,International
k001195.wav,0.01845109462738037,0.10395555198192596,0.53859543800354,0.061263199895620346,0.018213078379631042,0.05948418378829956,0.098565474152565,0.1014719232916832,Folk
k001259.wav,0.04281949996948242,0.25925278663635254,0.06343605369329453,0.12962540984153748,0.05709158256649971,0.17418821156024933,0.10053045302629471,0.1730559915304184,Experimental
k001270.wav,0.0031246894504874945,0.00671815313398838,0.004603929352015257,0.008664957247674465,0.0006657348130829632,0.006186965387314558,0.05392385646700859,0.9161122441291809,Rock
k001417.wav,0.0064748176373541355,0.05253100395202637,0.058152828365564346,0.06384578347206116,0.004756729584187269,0.12834510207176208,0.06859664618968964,0.6172970533370972,Rock
k001644.wav,0.03049745224416256,0.03344934806227684,0.03379778191447258,0.0480942502617836,0.0019201907562091947,0.03234194219112396,0.7402169704437256,0.07968198508024216,Pop
k001649.wav,0.013019491918385029,0.042867835611104965,0.016267940402030945,0.030313465744256973,4.147358049522154e-05,0.004947989713400602,0.7662962079048157,0.12624570727348328,Pop
k001666.wav,0.015813034027814865,0.04740116745233536,0.06100479140877724,0.08907920122146606,0.03718799352645874,0.12166326493024826,0.502843976020813,0.1250063180923462,Pop
k001681.wav,0.03144964948296547,0.069607675075531,0.12719035148620605,0.11362073570489883,0.010557128116488457,0.4550471603870392,0.10347621887922287,0.0890510231256485,International
k001683.wav,0.018367785960435867,0.08564985543489456,0.1696109175682068,0.1084570661187172,0.02319030836224556,0.35183387994766235,0.12106171995401382,0.12182871252298355,International
k001684.wav,0.034700218588113785,0.0844963788986206,0.17279011011123657,0.13264840841293335,0.015473204664885998,0.36217600107192993,0.08813289552927017,0.10958278924226761,International
k001687.wav,0.01042974554002285,0.07122369110584259,0.20360666513442993,0.08207152038812637,0.02278915047645569,0.39363792538642883,0.1240755021572113,0.09216579049825668,International
k001688.wav,0.03641984611749649,0.04271426051855087,0.14142850041389465,0.05706450715661049,0.018934885039925575,0.6290520429611206,0.03744381293654442,0.03694199025630951,International
k001704.wav,0.003912589978426695,0.07647568732500076,0.4608820676803589,0.07722970843315125,0.066070057451725,0.13216009736061096,0.11512763053178787,0.06814217567443848,Folk
k001733.wav,0.009508352726697922,0.7365952730178833,0.028223123401403427,0.008947949856519699,0.00015559922030661255,0.002865974325686693,0.050022244453430176,0.16368164122104645,Experimental
k001736.wav,0.007380559574812651,0.6550285220146179,0.0644955188035965,0.060052305459976196,0.03163345158100128,0.07493171840906143,0.05075599253177643,0.05572165176272392,Experimental
k001883.wav,0.011044580489397049,0.012844327837228775,0.010478800162672997,0.022397480905056,0.00400054594501853,0.03201266750693321,0.020515013486146927,0.8845653533935547,Rock
k001893.wav,0.020784316584467888,0.10557442903518677,0.38060757517814636,0.08408046513795853,0.02865562029182911,0.11384258419275284,0.15647117793560028,0.10998386889696121,Folk
k001924.wav,0.08823047578334808,0.06813471764326096,0.4503685235977173,0.018631447106599808,0.0004122745303902775,0.07343214750289917,0.21611426770687103,0.08467627316713333,Folk
k001925.wav,0.08568725734949112,0.17332999408245087,0.2822975218296051,0.1324758678674698,0.002319059334695339,0.03715449199080467,0.1476229429244995,0.1391131579875946,Folk
k001930.wav,0.02403845824301243,0.019251994788646698,0.024038974195718765,0.0892259031534195,0.00072890316369012,0.02771173045039177,0.05579475685954094,0.7592093348503113,Rock
k003266.wav,0.004710879642516375,0.03173850476741791,0.6448143124580383,0.04082358628511429,0.008036460727453232,0.155954048037529,0.08848142623901367,0.025440899655222893,Folk
k003271.wav,0.01624113693833351,0.01417594589293003,0.5291782021522522,0.026972586289048195,0.040699128061532974,0.18036025762557983,0.18087521195411682,0.011497685685753822,Folk
k003274.wav,0.01023026742041111,0.03663748875260353,0.6204953193664551,0.025342222303152084,0.01785924844443798,0.04260583221912384,0.14243251085281372,0.10439682751893997,Folk
k003492.wav,0.014069115743041039,0.06756847351789474,0.17235538363456726,0.05663295090198517,0.02689148299396038,0.1169949322938919,0.10178644210100174,0.44370123744010925,Rock
k003624.wav,0.031927689909935,0.04661020264029503,0.09471561759710312,0.10291344672441483,0.01522011961787939,0.12168990075588226,0.12204963713884354,0.464873343706131,Rock
k003707.wav,0.014507069252431393,0.061728011816740036,0.3252352774143219,0.051968276500701904,0.01932072453200817,0.21423925459384918,0.0870155617594719,0.22598569095134735,Folk
k003722.wav,0.001065392279997468,0.008036422543227673,0.022960644215345383,0.01571037247776985,0.0011505945585668087,0.010130537673830986,0.013043353334069252,0.92790287733078,Rock
k003762.wav,0.00011432232713559642,0.002314077690243721,0.012497873976826668,0.003846363164484501,5.7388748246012256e-05,0.014945289120078087,0.009423226118087769,0.9568016529083252,Rock
k003765.wav,0.0056352149695158005,0.004559285473078489,0.019822336733341217,0.008021862246096134,0.0025956814642995596,0.00692172534763813,0.012899097986519337,0.9395447969436646,Rock
k003766.wav,0.0032298904843628407,0.004855419974774122,0.02621385082602501,0.011587802320718765,3.514421405270696e-05,0.012491411529481411,0.025117136538028717,0.9164696931838989,Rock
k003840.wav,0.01458707544952631,0.03080865927040577,0.10287579149007797,0.016115901991724968,0.013220596127212048,0.036330267786979675,0.03471078351140022,0.7513507008552551,Rock
k003904.wav,0.04406295716762543,0.10539181530475616,0.6419425010681152,0.03656245023012161,0.02598174661397934,0.03547181561589241,0.07023012638092041,0.04035670682787895,Folk
k003908.wav,0.009118215180933475,0.08203907310962677,0.6895584464073181,0.01667284406721592,0.008916722610592842,0.026807736605405807,0.09497451037168503,0.07191254198551178,Folk
k003910.wav,0.010302701033651829,0.0837441086769104,0.6220719814300537,0.07536779344081879,0.010892609134316444,0.0407184399664402,0.10803709924221039,0.04886525496840477,Folk
k003911.wav,0.04142804071307182,0.09653705358505249,0.5614010691642761,0.0656803548336029,0.054646871984004974,0.04923669993877411,0.08283136039972305,0.04823863506317139,Folk
k003913.wav,0.021511701866984367,0.05002425238490105,0.8077000379562378,0.01200844906270504,0.0055859750136733055,0.014731548726558685,0.0458369217813015,0.04260106384754181,Folk
k003921.wav,0.0060360012575984,0.07442744821310043,0.3734830617904663,0.09329569339752197,0.05798089876770973,0.1812625676393509,0.12779270112514496,0.08572176098823547,Folk
k004017.wav,0.0034850353840738535,0.03864987939596176,0.5057772397994995,0.04001748561859131,0.06748347729444504,0.2668643593788147,0.06867196410894394,0.00905043724924326,Folk
k004022.wav,0.004819442983716726,0.046118948608636856,0.02105412632226944,0.028188355267047882,0.013611633330583572,0.09400907158851624,0.0628008171916008,0.7293975353240967,Rock
k004068.wav,0.006347398739308119,0.03477038815617561,0.5298784971237183,0.05748783051967621,0.024262869730591774,0.21325841546058655,0.10481997579336166,0.02917446754872799,Folk
k004070.wav,0.04724474996328354,0.06896454095840454,0.13668964803218842,0.09747139364480972,0.014166639186441898,0.3156059682369232,0.18229085206985474,0.13756634294986725,International
